"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"metacyc:RXN-18742"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4179 or yHMPu5000034883_Peterozyma_xylosa@Seq_5739"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4179;yHMPu5000034883_Peterozyma_xylosa@Seq_5739"
"MNXR121213"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2541 or yHMPu5000034883_Peterozyma_xylosa@Seq_4581"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2541;yHMPu5000034883_Peterozyma_xylosa@Seq_4581"
"MNXR117831"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2038 or yHMPu5000034883_Peterozyma_xylosa@Seq_4807"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2038;yHMPu5000034883_Peterozyma_xylosa@Seq_4807"
"MNXR117823"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4364"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4364"
"MNXR122925"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_5963"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_5963"
"MNXR106402"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2032"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2032"
"MNXR123642"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4374"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4374"
"MNXR124067"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_638 or yHMPu5000034883_Peterozyma_xylosa@Seq_4610"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_638;yHMPu5000034883_Peterozyma_xylosa@Seq_4610"
"MNXR108106"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1259"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1259"
"MNXR100837"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1259 or yHMPu5000034883_Peterozyma_xylosa@Seq_2336"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1259;yHMPu5000034883_Peterozyma_xylosa@Seq_2336"
"MNXR94925"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1259 or yHMPu5000034883_Peterozyma_xylosa@Seq_2336"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1259;yHMPu5000034883_Peterozyma_xylosa@Seq_2336"
